281,260,2152,16324,-94,-85,-157,285,78,387,34.77626,
282,252,2004,16212,-166,-12,-125,283,84,383,34.8721,
283,244,2412,15820,-166,125,225,274,80,380,34.53665,
284,436,2360,15920,-64,133,110,269,80,390,34.58457,
285,388,2156,16020,134,-18,-143,278,89,388,34.72834,
286,228,2248,16188,122,-34,19,285,80,380,34.72834,
287,384,2192,15940,-283,339,59,270,79,378,34.77626,
288,356,2156,15840,-232,51,-31,269,78,387,34.53665,
289,320,2212,16028,-44,142,-44,279,85,380,34.34496,
290,192,2364,15788,-170,439,241,271,83,377,34.68042,
291,184,2116,15988,-185,-211,21,275,84,388,34.58457,
292,260,2148,16320,-45,-176,-103,273,87,381,34.48872,
293,388,2228,16004,-333,217,201,283,82,386,34.72834,
294,280,2240,16208,2,179,-15,270,84,386,34.48872,
295,308,2236,16020,-133,54,-43,271,76,380,34.48872,
296,240,2124,16120,-123,-55,-165,279,83,385,34.68042,
297,324,1996,16292,-504,210,210,278,87,383,34.77626,
298,340,2192,16432,-369,-219,-29,270,84,378,34.8721,
299,240,2212,16136,-52,-6,-41,289,87,383,34.48872,
300,272,2384,15936,-43,254,87,271,90,370,34.92003,
301,208,2400,16080,-51,-72,-16,278,94,378,34.58457,
302,244,2156,16172,-335,203,185,282,88,380,34.48872,
303,204,2284,16100,-103,27,-30,277,85,382,34.72834,
304,360,2240,15868,-334,-123,-116,281,89,383,34.39288,
305,204,1856,16240,46,-163,-177,270,82,393,34.68042,
306,324,1868,16276,-345,-62,-237,282,83,382,34.68042,
307,248,1944,16404,139,-103,-101,277,83,385,34.48872,
308,288,2260,16340,-157,78,-40,281,87,368,34.72834,
309,344,2024,16084,-151,38,-142,282,80,387,34.53665,
310,228,2040,16504,295,-397,-271,277,73,390,34.53665,
311,292,2108,16216,72,-131,-141,279,83,387,34.72834,
312,424,1836,16304,-91,-95,-187,281,82,386,34.72834,
313,240,2084,16164,-1055,590,569,275,82,376,34.53665,
314,264,2120,16348,146,-30,-107,269,80,387,34.39288,
315,452,1996,16116,-78,24,-229,271,83,382,34.72834,
316,168,2264,16236,-133,23,118,274,88,397,34.68042,
317,292,2200,16016,-109,119,-51,275,84,376,34.72834,
318,336,2104,16156,191,206,58,273,84,378,34.58457,
319,240,2312,16324,-50,-205,122,274,85,390,34.24911,
320,224,2056,16364,-100,-174,0,277,78,390,34.68042,
321,488,1616,16040,-496,160,-246,281,82,386,34.72834,
322,320,1856,16192,3,-116,-71,275,84,383,34.8721,
323,228,2492,16208,21,130,119,278,99,378,34.68042,
324,436,2000,15984,-116,3,-280,269,83,382,34.39288,
325,372,2188,16092,21,-124,-107,285,78,380,34.72834,
326,332,2072,16296,-75,-56,-44,273,84,383,34.68042,
327,320,1992,16292,-144,-136,-116,282,83,382,34.72834,
328,440,1904,16564,277,-136,-132,283,84,391,34.53665,
329,336,2212,16456,-41,12,59,281,84,393,34.53665,
330,296,2240,16036,-213,247,143,279,78,385,34.68042,
331,380,2112,15828,-23,50,-57,273,84,386,34.92003,
332,392,2020,16108,-126,-218,-172,281,82,383,34.48872,
333,440,2084,16240,-280,-53,-141,282,76,385,34.72834,
334,276,2184,16068,-151,70,76,275,82,386,34.48872,
335,424,2064,16040,-163,-28,-216,279,80,387,34.72834,
336,360,2112,16220,-211,-6,0,274,83,380,34.68042,
337,464,2088,16116,62,-94,-208,278,84,378,34.39288,
338,484,2028,16256,37,-177,-120,270,91,383,34.68042,
339,408,2012,16208,-141,-104,-15,275,89,388,34.39288,
340,272,2156,16356,114,-14,13,274,83,392,34.72834,
341,484,2096,16252,-278,-121,-129,273,91,383,34.68042,
342,480,2016,16140,-189,145,175,275,94,381,34.77626,
343,400,2248,16040,-293,38,-65,274,78,387,34.48872,
344,492,1836,16172,-57,-156,-316,279,78,382,34.48872,
345,312,2076,16424,-141,-97,-41,281,72,386,34.68042,
346,660,2068,16116,-109,-78,-176,277,80,387,34.58457,
347,560,2224,16276,-437,-350,37,273,77,388,34.72834,
348,600,1768,16788,-176,-622,-101,278,79,388,34.53665,
349,588,1564,16724,-686,-403,-126,275,84,391,34.20119,
350,816,1676,16184,-1667,-94,-368,271,83,387,34.72834,
351,608,1744,16296,-927,-135,362,268,69,396,34.72834,
352,748,1512,15924,-34,290,-31,270,74,381,34.58457,
353,720,1976,16012,-398,197,167,278,72,393,34.72834,
354,540,1828,15976,-708,8,339,266,73,395,34.39288,
355,744,1520,16200,-221,-69,160,271,78,382,34.72834,
356,720,1452,15928,-367,152,-3,275,69,393,34.53665,
357,692,1772,15812,-725,964,612,269,68,387,34.68042,
358,788,964,16012,-253,341,-305,274,76,390,34.58457,
359,680,1320,16208,-59,-66,-300,275,69,401,34.24911,
360,644,1672,16128,-247,166,-12,268,74,383,34.58457,
361,540,1412,16372,-2,-271,-316,269,78,385,34.68042,
362,716,1084,16652,439,-933,-1056,271,83,397,34.48872,
363,740,2104,15732,-347,557,210,277,83,395,34.72834,
364,804,1352,16124,-443,152,-161,269,68,390,34.53665,
365,600,1860,16368,-119,-100,90,265,79,386,34.58457,
366,772,1748,16124,-380,-9,-29,274,78,385,34.77626,
367,844,1224,16104,-375,81,-136,273,69,391,34.68042,
368,776,1412,16200,-264,29,-39,269,76,395,34.72834,
369,644,1784,16052,-7,80,102,271,73,387,34.48872,
370,628,1676,15976,-114,86,-8,269,73,382,34.68042,
371,696,1776,16148,75,66,-58,273,65,393,34.53665,
372,820,1700,16128,-81,-95,50,268,77,393,34.77626,
373,744,1256,16256,147,-66,-271,268,74,383,34.68042,
374,680,1540,16288,-241,-98,75,273,74,386,34.39288,
375,856,1480,16008,-404,13,34,274,73,399,34.8721,
376,720,1656,16044,128,107,-21,266,68,395,34.68042,
377,840,1304,16156,-308,-251,-221,268,72,386,34.48872,
378,744,1452,16380,-45,-90,-96,271,76,390,34.72834,
379,688,1844,16192,262,0,-79,274,73,397,34.48872,
380,772,1460,16356,-10,-15,-135,252,87,391,34.77626,
381,668,1788,16156,-259,86,128,270,72,388,34.68042,
382,936,1620,16040,-145,56,-103,273,72,391,34.68042,
383,716,1404,16272,-65,-75,-133,270,69,381,34.53665,
384,708,1588,16232,-100,-61,-24,278,77,396,34.53665,
385,696,1540,16308,-166,5,0,261,71,382,34.48872,
386,664,1444,16160,20,-36,-298,270,82,388,34.68042,
387,1040,1380,16248,213,0,-329,265,87,391,34.58457,
388,676,1752,16240,-18,-51,40,271,71,392,34.68042,
389,712,1436,16460,-33,-24,81,253,73,382,34.39288,
390,648,1364,16304,-474,-41,-113,265,72,403,34.68042,
391,776,1360,16296,-27,135,-101,262,77,388,34.53665,
392,744,1688,16076,-193,189,20,269,76,395,34.72834,
393,652,1664,16148,-246,-11,-1,273,77,386,34.72834,
394,716,1620,16340,-195,110,23,271,73,392,34.39288,
395,752,1536,16096,76,57,35,275,79,391,34.72834,
396,732,1704,16328,-323,22,46,270,69,381,34.72834,
397,840,1640,15952,-178,241,-24,268,82,396,34.58457,
398,736,1472,16180,-490,13,81,274,76,385,34.72834,
399,548,1768,16332,-169,-20,98,268,89,386,34.39288,
400,756,1448,16252,270,61,-142,273,77,393,34.68042,
401,740,1504,16100,-33,118,-33,279,73,387,34.48872,
402,592,1716,16060,-74,137,304,271,76,392,34.58457,
403,820,1660,16040,61,64,-90,274,71,387,34.68042,
404,684,1444,16124,-341,166,49,265,77,393,34.48872,
405,660,1512,16372,-19,-21,-239,271,76,387,34.68042,
406,680,1468,16232,-35,-170,-290,274,73,392,34.68042,
407,704,1264,16364,57,-85,-191,274,83,387,34.68042,
408,736,1416,16200,-159,67,-103,269,80,390,34.77626,
409,812,1460,16172,-202,-85,-183,271,78,397,34.48872,
410,716,1388,16436,-160,-233,-91,275,65,393,34.58457,
411,716,1344,16568,-95,-171,-51,261,71,390,34.72834,
412,764,1488,16424,29,-24,-113,264,85,387,34.58457,
413,772,1304,16340,55,60,-193,268,72,391,34.77626,
414,716,1424,16476,11,-64,-92,274,76,385,34.48872,
415,600,1896,16352,-242,-145,-60,268,72,391,34.53665,
416,716,1592,16292,-39,-85,-147,271,73,402,34.68042,
417,844,1340,16208,58,-93,-258,266,80,382,34.68042,
418,764,1428,16324,-102,-95,-142,283,79,386,34.68042,
419,732,1568,16328,-239,7,-47,264,78,390,34.24911,
420,732,1460,16248,-203,123,-104,269,76,397,34.48872,
421,576,1620,16224,55,-24,100,274,71,399,34.72834,
422,716,1944,16152,-428,40,251,266,83,387,34.58457,
423,696,1720,15980,-21,207,92,277,78,382,34.72834,
424,668,1584,16176,77,58,-138,269,83,392,34.39288,
425,776,1384,16336,-150,-82,-247,269,76,390,34.68042,
426,740,1448,16284,-212,-129,-46,278,79,383,35.01587,
427,848,1620,16184,-218,-50,-113,278,79,386,34.48872,
428,868,1320,16468,-232,-215,-209,265,82,386,34.68042,
429,872,1512,16304,-314,49,73,279,68,390,34.58457,
430,732,1640,16164,-74,29,-153,271,78,390,34.72834,
431,872,1448,16204,-101,-138,-349,269,78,397,34.53665,
432,688,1760,16176,-239,-73,123,270,74,386,34.58457,
433,804,1576,16184,-256,2,-68,265,72,396,34.72834,
434,768,1700,16080,-318,-33,-127,282,71,387,34.24911,
435,828,1532,16260,-36,111,-133,270,84,391,34.68042,
436,692,1736,16212,13,-12,-112,262,77,391,34.53665,
437,792,1500,16276,-71,-217,-270,273,67,388,34.68042,
438,928,1240,16316,-183,-76,-152,273,69,386,34.68042,
439,844,1420,16088,-133,68,-265,269,78,392,34.24911,
440,752,1688,16064,-318,97,69,262,74,381,34.72834,
441,744,1736,16080,-34,-27,-24,270,82,386,34.53665,
442,880,1528,16072,38,-10,-94,271,85,387,34.58457,
443,696,1712,16120,-180,-19,-15,264,80,390,34.39288,
444,756,1456,16340,122,23,-9,269,71,395,34.53665,
445,620,1768,16384,-100,23,131,264,83,387,34.48872,
446,736,1804,16040,49,-28,-91,274,73,397,34.58457,
447,680,1572,16136,-72,-85,-43,271,73,382,34.72834,
448,632,1732,16120,-198,-144,-80,270,69,391,34.53665,
449,880,1332,16248,4,-111,-348,266,76,387,34.39288,
450,784,1644,16380,-114,-77,-113,268,67,388,34.72834,
451,728,1444,16504,122,-61,-53,260,77,383,34.68042,
452,808,1612,16176,78,124,-1,279,71,385,34.68042,
453,756,1496,16280,-236,121,-44,270,77,388,34.72834,
454,792,1816,15808,-357,187,73,264,78,387,34.24911,
455,844,1616,15960,-91,70,-105,264,83,387,34.68042,
456,828,1880,15944,-242,-13,7,264,78,385,34.77626,
457,816,1656,16108,-105,68,-34,275,77,386,34.68042,
458,828,1552,16172,-147,-17,-82,271,78,397,34.53665,
459,696,1388,16480,-192,-123,-87,273,74,388,34.39288,
460,768,1560,16540,-78,-179,-17,261,73,395,34.68042,
461,812,1476,16488,71,-142,-228,269,76,402,34.68042,
462,836,1412,16364,-101,-98,-172,270,82,391,34.53665,
463,708,1516,16408,-139,-16,-57,269,73,390,34.68042,
464,796,1636,16236,78,-3,-75,270,72,391,34.48872,
465,844,1504,16472,21,30,-120,268,82,396,34.72834,
466,784,1668,16228,-106,200,57,273,77,386,34.68042,
467,884,1644,15976,-338,252,123,262,79,391,34.72834,
468,756,1664,15796,-302,287,73,274,76,387,34.68042,
469,852,1452,16052,-115,72,-175,279,85,395,34.20119,
470,896,1712,16232,-38,-144,-167,266,76,387,34.68042,
471,880,1676,16136,-280,-141,-102,270,82,393,34.72834,
472,812,1476,16196,-226,-56,-22,261,83,390,34.72834,
473,732,1464,16436,-235,111,100,266,80,395,34.72834,
474,688,1496,16252,-114,-58,-15,277,76,399,34.53665,
475,976,1608,16060,-272,143,0,268,72,386,34.68042,
476,848,1648,16228,-148,125,-19,265,77,398,34.58457,
477,824,1572,16300,126,130,-122,274,66,382,34.68042,
478,820,1668,16344,-43,4,-55,268,79,393,34.72834,
479,844,1764,16092,-120,43,105,268,72,396,34.48872,
480,864,1532,16140,-139,-101,-19,271,80,397,34.72834,
481,876,1624,16284,-30,-42,8,279,73,402,34.34496,
482,888,1552,16528,-152,-166,48,261,76,385,34.72834,
483,884,1388,16384,109,-107,-107,268,77,401,34.72834,
484,860,1452,16340,-122,8,-13,266,71,395,34.48872,
485,1004,1684,16056,-170,140,108,268,77,393,34.68042,
486,904,1768,16092,46,19,-87,273,74,391,34.72834,
487,816,1704,16264,-85,-148,-156,273,74,391,34.53665,
488,952,1412,16380,-216,-14,-123,281,72,388,34.53665,
489,892,1512,16212,-96,115,-40,266,73,385,34.58457,
490,856,1620,16128,-73,-49,-24,264,73,387,34.68042,
491,884,1640,16212,-18,-150,-153,266,76,392,34.77626,
492,848,1576,16260,-82,-228,-72,270,77,393,34.58457,
493,1056,1840,16388,-129,-88,-187,270,77,393,34.24911,
494,864,1612,16328,-13,76,-11,268,74,386,34.39288,
495,928,1400,16080,-100,51,-240,265,65,396,34.68042,
496,976,1412,16404,-207,-100,-166,269,78,392,34.72834,
497,904,1296,16700,-200,-116,4,274,68,387,34.72834,
498,880,1468,16424,-99,8,17,266,73,387,34.39288,
499,976,1600,16176,-129,185,154,262,69,386,34.39288,
500,928,1520,16160,-186,-44,-240,268,74,386,34.68042,
501,928,1492,16324,33,-126,-35,268,79,383,34.48872,
502,868,1528,16412,-81,-53,51,256,73,397,34.39288,
503,880,1644,16112,-284,200,100,270,77,388,34.72834,
504,1060,1604,15892,-250,112,-92,273,72,388,34.68042,
505,956,1528,16024,-211,-69,-120,260,82,381,34.58457,
506,912,1376,16236,-35,44,-54,261,66,392,34.58457,
507,1060,1320,16200,-399,13,-92,262,79,391,34.92003,
508,860,1232,16380,-161,-117,-165,264,76,385,34.72834,
509,848,1288,16528,172,-89,-95,265,74,401,34.53665,
510,956,1504,16432,86,60,-24,265,74,401,34.58457,
511,932,1300,16316,-261,-140,-286,258,85,395,34.77626,
512,912,1400,16476,74,0,62,266,71,387,34.72834,
513,1032,1360,16344,-88,-7,-243,271,68,385,34.24911,
514,904,1548,16052,-147,146,151,278,72,386,34.39288,
515,732,1776,16052,-438,116,230,273,74,391,34.39288,
516,848,1532,16112,-228,35,4,270,69,393,34.68042,
517,936,1400,16136,-201,138,-133,271,78,387,34.68042,
518,964,1404,16072,-24,-46,-397,277,76,390,34.58457,
519,924,1432,16232,1,-189,-250,262,79,391,34.68042,
520,856,1340,16376,-15,-123,52,266,76,387,34.92003,
521,916,1508,16548,65,20,-69,275,67,391,34.68042,
522,912,1512,16240,-205,-54,-150,269,73,387,34.72834,
523,916,1420,16252,-50,90,112,268,72,396,34.39288,
524,900,1516,16020,-327,322,115,268,69,391,34.58457,
525,828,1776,15748,-295,352,86,273,72,393,34.48872,
526,848,1804,15900,245,122,51,266,73,395,34.58457,
527,956,1492,16208,-32,7,-104,266,73,395,34.58457,
528,944,1444,16128,-49,39,-199,268,82,388,34.72834,
529,964,1644,15952,-212,61,34,266,73,392,34.68042,
530,784,1676,16276,-36,-261,-71,274,88,395,34.68042,
531,868,1396,16176,-25,153,52,271,73,392,34.77626,
532,1012,1604,15956,-122,143,-247,266,78,402,34.68042,
533,912,1556,16200,45,-131,-300,262,74,391,34.72834,
534,840,1728,16348,24,-97,52,266,73,387,34.58457,
535,844,1492,16056,-459,120,46,277,83,395,34.68042,
536,944,1492,15948,-245,-16,-113,270,69,396,34.58457,
537,932,1556,16256,-30,30,-74,270,74,393,34.8721,
538,832,1656,16108,-354,109,188,270,65,396,34.68042,
539,796,1424,16060,-12,86,-227,261,66,392,34.39288,
540,880,1300,16260,-250,27,-126,264,80,385,34.72834,
541,928,1272,16400,-72,-155,-333,277,71,395,34.39288,
542,832,1416,16244,-7,-84,-181,279,68,387,34.58457,
543,760,1928,16456,-122,-111,122,273,77,391,34.72834,
544,848,1428,16176,-185,-73,227,264,76,395,34.20119,
545,968,1232,16256,173,587,-252,266,83,390,34.92003,
546,656,1408,16140,-331,483,89,268,74,378,34.48872,
547,608,1836,16032,-14,598,460,274,76,390,34.77626,
548,496,1972,15796,222,302,-34,266,78,390,34.68042,
549,516,1904,15936,495,400,91,271,71,390,34.48872,
550,528,1944,16664,447,376,356,268,72,388,34.53665,
551,240,1932,16400,-49,156,214,269,83,387,34.68042,
552,420,1412,16272,242,980,-502,279,78,382,34.68042,
553,400,1300,19388,13461,-1496,-1811,275,84,393,34.68042,
554,648,4872,15236,19858,1304,1258,270,145,363,34.39288,
555,652,10544,15624,29298,-829,-128,271,213,318,34.8721,
556,280,12540,9960,32767,-560,758,271,267,240,34.53665,
557,24,17236,-1748,20056,-1627,2413,269,291,154,34.68042,
558,320,10748,-2624,15877,-1775,-664,281,275,26,34.72834,
559,1112,15748,-5464,32767,2982,-1358,277,262,-2,34.24911,
560,88,10404,-10624,25045,993,190,270,190,-103,34.53665,
561,4404,16604,-3808,24844,1321,1338,268,121,-147,34.72834,
562,-172,1964,-15500,10246,620,-608,252,50,-172,34.68042,
563,296,1920,-16072,4773,-1521,-163,269,17,-176,34.53665,
564,-328,1228,-15720,3227,-4680,2008,261,-14,-173,34.53665,
565,-324,-464,-18036,4220,2984,934,274,-26,-173,34.72834,
566,412,-1196,-15776,-1175,-90,-1067,271,-44,-171,34.72834,
567,556,-1036,-17416,1541,-2438,-1317,271,-44,-171,34.58457,
568,-140,-620,-15288,-1013,109,1834,262,-47,-172,34.72834,
569,720,100,-16296,1137,-578,-271,260,-42,-177,34.34496,
570,868,-1940,-16476,-595,-1142,-467,269,-34,-171,34.68042,
571,24,-128,-16952,-500,-220,759,266,-39,-171,34.72834,
572,232,-656,-16416,401,248,-344,262,-40,-167,34.72834,
573,432,-436,-16436,277,-147,249,265,-42,-177,34.77626,
574,408,-268,-16640,1068,-766,860,261,-51,-161,34.39288,
575,-92,-1348,-16544,296,-12,-120,277,-41,-161,34.72834,
576,436,-852,-15928,-666,159,185,277,-39,-168,34.72834,
577,156,-768,-16712,-521,-737,13,270,-42,-167,34.53665,
578,400,-1104,-16300,-706,-338,-378,270,-40,-172,34.72834,
579,120,-336,-17172,-147,373,389,281,-38,-165,34.39288,
580,68,-884,-16832,315,491,-275,283,-35,-170,34.68042,
581,280,-1356,-16172,742,378,-424,268,-42,-172,34.68042,
582,328,-1008,-16524,839,456,-504,278,-38,-175,34.77626,
583,360,-1208,-16332,491,61,-159,274,-49,-163,34.72834,
584,340,-744,-16432,14,-285,181,277,-36,-186,34.34496,
585,104,-1024,-16988,-207,-59,73,271,-49,-161,34.53665,
586,96,-1148,-16168,-46,-435,477,291,-47,-162,34.53665,
587,108,-1952,-17076,-462,398,-232,270,-50,-170,34.72834,
588,-88,-932,-16588,58,-25,197,283,-47,-162,34.58457,
589,184,-1996,-16388,-148,439,-28,278,-50,-162,34.39288,
590,500,-1344,-15376,-43,-781,578,282,-46,-176,34.68042,
591,8,-1300,-16756,-213,693,415,266,-41,-166,34.72834,
592,-76,-1400,-16780,-211,683,-69,275,-47,-165,34.72834,
